,snippet,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,topic
239,"Eh, ano ganga kyo bkit wla action ang pamahaan at wla agad tulong mula sa pamahalaan pra kyo agad kmita.Mijnset kalampagin nyo mga Revilia at Lani Mercado",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyFM_qAMAlTW9RCveJ4AaABAg,2024-08-05 19:37:27+00:00,"Eh, ano ganga kyo bkit wla action ang pamahaan at wla agad tulong mula sa pamahalaan pra kyo agad kmita.Mijnset kalampagin nyo mga Revilia at Lani Mercado",0,,youtube,"eh, ano ganga kyo bkit wla action ang pamahaan wla agad tulong mula sa pamahalaan pra kyo agad kmita.mijnset kalampagin nyo mga revilia lani mercado",4
240,Coast Guard..ALAM NA,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzRMgiZ_8dq_7LDZFR4AaABAg,2024-08-05 19:19:01+00:00,Coast Guard..ALAM NA,1,,youtube,coast guard..alam na,2
241,LEGIT ANG KARMA PARA SA MGA TAGALOG AT LUZON Deserve 😂😂😂😂😂😂,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgweDrhx53QZIiYahfB4AaABAg,2024-08-05 19:06:13+00:00,LEGIT ANG KARMA PARA SA MGA TAGALOG AT LUZON Deserve 😂😂😂😂😂😂,1,,youtube,legit ang karma para sa mga tagalog luzon deserve 😂😂😂😂😂😂,1
242,May utak kaba?,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgweDrhx53QZIiYahfB4AaABAg.A6lf0sAImGBA6lgIrhqtE4,,May utak kaba?,0,UgweDrhx53QZIiYahfB4AaABAg,youtube,may utak kaba?,0
243,Bakit parating kulang palabas niyo sa GMA Pinoy TV? Wala man lang yung feature niyo kay Caloy Yulo. 😠,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxE0huo6HbGNhBs-054AaABAg,2024-08-05 18:46:27+00:00,Bakit parating kulang palabas niyo sa GMA Pinoy TV? Wala man lang yung feature niyo kay Caloy Yulo. 😠,0,,youtube,bakit parating kulang palabas niyo sa gma pinoy tv? wala man lang yung feature niyo kay caloy yulo. 😠,4
244,Mayamn san miguel. Magbayad sila.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxMm5cFVbN8zVaULI14AaABAg,2024-08-05 18:41:19+00:00,Mayamn san miguel. Magbayad sila.,2,,youtube,mayamn san miguel. magbayad sila.,3
245,Takot Gobyerno Dyan,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxMm5cFVbN8zVaULI14AaABAg.A6lcAYrQzLiA6m4XJDNGJ0,,Takot Gobyerno Dyan,0,UgxMm5cFVbN8zVaULI14AaABAg,youtube,takot gobyerno dyan,4
246,Dapat pagbayarin may ari ng nga boat na yan.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugyc8qpgyguW9wXTII94AaABAg,2024-08-05 18:38:14+00:00,Dapat pagbayarin may ari ng nga boat na yan.,15,,youtube,dapat pagbayarin may ari ng nga boat na yan.,0
247,Bka sina botahe yan,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx9gAe1FtXwNlo5sOl4AaABAg,2024-08-05 18:36:52+00:00,Bka sina botahe yan,0,,youtube,bka sina botahe yan,0
248,Edi alisin ninyo ang langis bilis,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzMON5k5_Jq6O28h3V4AaABAg,2024-08-05 18:28:06+00:00,Edi alisin ninyo ang langis bilis,0,,youtube,edi alisin ninyo ang langis bilis,4
249,SAFE PA DAW KAININ PAG MAY NAMATAY SAKA LANG AAMIN..DIYAN MO MAKIKITA NA HINDI HANDA ANG GOBYERNO SA MGA GANYAN...,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzZxddGtRmvNMTQcK14AaABAg,2024-08-05 18:28:06+00:00,SAFE PA DAW KAININ PAG MAY NAMATAY SAKA LANG AAMIN..DIYAN MO MAKIKITA NA HINDI HANDA ANG GOBYERNO SA MGA GANYAN...,1,,youtube,safe pa daw kainin pag may namatay saka lang aamin..diyan mo makikita na hindi handa ang gobyerno sa mga ganyan...,4
250,"Sinira na lahat may dinamita may mga bangkang malaki na nag lalambat na abot sa ibaba kaya nasisira ang corals at ung dredger na nag higop ng mga buhangin at ngayon langis , maganda nyan ubusin na ung tubig gawin nalang kalupaan dina katubigan !",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwOEPofJe0MyjhhPn94AaABAg,2024-08-05 18:27:30+00:00,"Sinira na lahat may dinamita may mga bangkang malaki na nag lalambat na abot sa ibaba kaya nasisira ang corals at ung dredger na nag higop ng mga buhangin at ngayon langis , maganda nyan ubusin na ung tubig gawin nalang kalupaan dina katubigan !",0,,youtube,"sinira na lahat may dinamita may mga bangkang malaki na nag lalambat na abot sa ibaba kaya nasisira ang coral ung dredger na nag higop ng mga buhangin ngayon langis , maganda nyan ubusin na ung tubig gawin nalang kalupaan dina katubigan !",3
251,MGA MAYARI NG BARKONG YAN PAGBAYARIN,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgzfeQ5p_k8CmJ24cfd4AaABAg,2024-08-05 18:22:03+00:00,MGA MAYARI NG BARKONG YAN PAGBAYARIN,0,,youtube,mga mayari ng barkong yan pagbayarin,4
252,Iblik ung hair pra s oil spikl,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw-BNMbDEfSivIgdRZ4AaABAg,2024-08-05 18:19:17+00:00,Iblik ung hair pra s oil spikl,0,,youtube,iblik ung hair pra oil spikl,4
253,Karma ng Mga Tagalog yan,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw-BNMbDEfSivIgdRZ4AaABAg.A6l_e6QnX_TA6lf6ZXUBtf,,Karma ng Mga Tagalog yan,0,Ugw-BNMbDEfSivIgdRZ4AaABAg,youtube,karma ng mga tagalog yan,1
254,Samot gyud tag kapobre ani,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxosFs6oK7yA3qyFl54AaABAg,2024-08-05 18:12:25+00:00,Samot gyud tag kapobre ani,1,,youtube,samot gyud tag kapobre ani,0
255,Gaba nah sa Mga Tagalog Dili gaba sa Mga bisaya te,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxosFs6oK7yA3qyFl54AaABAg.A6lZromo5DcA6lg0Pzo6G9,,Gaba nah sa Mga Tagalog Dili gaba sa Mga bisaya te,0,UgxosFs6oK7yA3qyFl54AaABAg,youtube,gaba nah sa mga tagalog dili gaba sa mga bisaya te,1
256,Kawawa ang dagat at mangingisda😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgxEij2Qq7Vl7_Q3Zwt4AaABAg,2024-08-05 18:12:13+00:00,Kawawa ang dagat at mangingisda😢,2,,youtube,kawawa ang dagat mangingisda😢,0
257,Hindi kaya sinadya yang mga Yan para Jan matuon Ang pansin ng PCG,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyqcpuQnJ1y0vrE16V4AaABAg,2024-08-05 17:56:47+00:00,Hindi kaya sinadya yang mga Yan para Jan matuon Ang pansin ng PCG,9,,youtube,hindi kaya sinadya yang mga yan para jan matuon ang pansin ng pcg,1
258,Obvious naman e. Sinadya yan. May bagyo tas maglalayag?,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyqcpuQnJ1y0vrE16V4AaABAg.A6lY4JWLU0jA6q3DEdQRvn,,Obvious naman e. Sinadya yan. May bagyo tas maglalayag?,1,UgyqcpuQnJ1y0vrE16V4AaABAg,youtube,obvious naman e. sinadya yan. may bagyo ta maglalayag?,2
259,"Duda ako Dyan ....sabotahe Yan ...tingnan mo oh puro mga bulok na barko, tatlong barko sabay-sabay 🤦🤦 kaya okey lng na lumubog tutal sira Naman na.....pero Duda ako Dyan ....sinadya Yan .....alam na dis ....sino ba kaaway natin sa west Philippine sea 🤔🤔🤔",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwrNKzQtq9qlP4qEft4AaABAg,2024-08-05 17:50:32+00:00,"Duda ako Dyan ....sabotahe Yan ...tingnan mo oh puro mga bulok na barko, tatlong barko sabay-sabay 🤦🤦 kaya okey lng na lumubog tutal sira Naman na.....pero Duda ako Dyan ....sinadya Yan .....alam na dis ....sino ba kaaway natin sa west Philippine sea 🤔🤔🤔",0,,youtube,"duda ako dyan ....sabotahe yan ...tingnan mo oh puro mga bulok na barko, tatlong barko sabay-sabay 🤦🤦 kaya okey lng na lumubog tutal sira naman na.....pero duda ako dyan ....sinadya yan .....alam na dis ....sino ba kaaway natin sa west philippine sea 🤔🤔🤔",1
260,"DAPAT TUMULONG NARIN ANG MGA MANGINGISDA PAG TANGGAL NG LASING SA DAGAT,  HANAPAN MUNA ANG SULUTION, TULONG TULONG MUNA PARA MATANGGAL MGA OIL WALA NMN KAYO MAGAGAWA KUNG PANAY REKLAMO LANG..",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyO1e-6BArueluRgwB4AaABAg,2024-08-05 17:46:24+00:00,"DAPAT TUMULONG NARIN ANG MGA MANGINGISDA PAG TANGGAL NG LASING SA DAGAT,  HANAPAN MUNA ANG SULUTION, TULONG TULONG MUNA PARA MATANGGAL MGA OIL WALA NMN KAYO MAGAGAWA KUNG PANAY REKLAMO LANG..",2,,youtube,"dapat tumulong narin ang mga mangingisda pag tanggal ng lasing sa dagat, hanapan muna ang sulution, tulong tulong muna para matanggal mga oil wala nmn kayo magagawa kung panay reklamo lang..",0
261,Samin ang lasing pinatutulog kapag pinapunta mo ang lasing sa dagat at madulas yan at malunod konsensya mo pa yan,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyO1e-6BArueluRgwB4AaABAg.A6lWtJ75EhsA6m8zFht0DY,,Samin ang lasing pinatutulog kapag pinapunta mo ang lasing sa dagat at madulas yan at malunod konsensya mo pa yan,1,UgyO1e-6BArueluRgwB4AaABAg,youtube,samin ang lasing pinatutulog kapag pinapunta mo ang lasing sa dagat madulas yan malunod konsensya mo pa yan,0
262,😂😂😂😂😂​@@josephIlangilang-o3w,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyO1e-6BArueluRgwB4AaABAg.A6lWtJ75EhsA6mAfiJnQ0V,,😂😂😂😂😂​@@josephIlangilang-o3w,0,UgyO1e-6BArueluRgwB4AaABAg,youtube,😂😂😂😂😂​@@josephilangilang-o3w,0
263,"Nako dilikado pag lasing , Baka magwala pa Yan at maghamon Ng away SA dagat🤣",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyO1e-6BArueluRgwB4AaABAg.A6lWtJ75EhsA6mJw8KUf9T,,"Nako dilikado pag lasing , Baka magwala pa Yan at maghamon Ng away SA dagat🤣",0,UgyO1e-6BArueluRgwB4AaABAg,youtube,"nako dilikado pag lasing , baka magwala pa yan maghamon ng away sa dagat🤣",0
264,Mahirap na nga tanggalin Yun oil sa dagat tapos papatangal mo pa Yung lasing sa dagat😅,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgyO1e-6BArueluRgwB4AaABAg.A6lWtJ75EhsA6nhaaxE2No,,Mahirap na nga tanggalin Yun oil sa dagat tapos papatangal mo pa Yung lasing sa dagat😅,0,UgyO1e-6BArueluRgwB4AaABAg,youtube,mahirap na nga tanggalin yun oil sa dagat tapos papatangal mo pa yung lasing sa dagat😅,0
265,Yang mga langis nayan. Sadya yan para maibaling ang atemsyon ng tao kong saaan ba talaga napuounta ang budget ng flood na bilyon bilyon. Tama ba ko mga media?,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugz6qV2880xvBZCoixZ4AaABAg,2024-08-05 17:45:46+00:00,Yang mga langis nayan. Sadya yan para maibaling ang atemsyon ng tao kong saaan ba talaga napuounta ang budget ng flood na bilyon bilyon. Tama ba ko mga media?,6,,youtube,yang mga langis nayan. sadya yan para maibaling ang atemsyon ng tao kong saaan ba talaga napuounta ang budget ng flood na bilyon bilyon. tama ba ko mga media?,0
266,kawawa naman ang karagatan at ang mga mangingisda kung totoo man na planted ang pagkakalubog ng mga barko.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugz6qV2880xvBZCoixZ4AaABAg.A6lWocVUqceA6lZ0unSKOO,,kawawa naman ang karagatan at ang mga mangingisda kung totoo man na planted ang pagkakalubog ng mga barko.,0,Ugz6qV2880xvBZCoixZ4AaABAg,youtube,kawawa naman ang karagatan ang mga mangingisda kung totoo man na plant ang pagkakalubog ng mga barko.,0
267,Pwede Rin naman sabay sabay lumubog. Wala na talaga pag asa ang buong Mundo patuloy sinisira ng mgabtaong greedy ang lahat at sa pansariling kaligayan lang nila iniisip nila.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugz6qV2880xvBZCoixZ4AaABAg.A6lWocVUqceA6mS2yV4j9y,,Pwede Rin naman sabay sabay lumubog. Wala na talaga pag asa ang buong Mundo patuloy sinisira ng mgabtaong greedy ang lahat at sa pansariling kaligayan lang nila iniisip nila.,0,Ugz6qV2880xvBZCoixZ4AaABAg,youtube,pwede rin naman sabay sabay lumubog. wala na talaga pag asa ang buong mundo patuloy sinisira ng mgabtaong greedy ang lahat sa pansariling kaligayan lang nila iniisip nila.,1
268,totoo sinadya to para maibaling ang atensyon ng mga tao sa issue nato,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugz6qV2880xvBZCoixZ4AaABAg.A6lWocVUqceA6mpzhei6Bq,,totoo sinadya to para maibaling ang atensyon ng mga tao sa issue nato,0,Ugz6qV2880xvBZCoixZ4AaABAg,youtube,totoo sinadya para maibaling ang atensyon ng mga tao sa issue nato,0
269,Laging San Miguel corp ah,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugyowx_NAocImVH1Nql4AaABAg,2024-08-05 17:40:43+00:00,Laging San Miguel corp ah,28,,youtube,lag san miguel corp ah,3
270,Blame Those Network Engineers responsible for communication of operation of Petron Refinery plant in Limay. This plant is operated by San Miguel Corporation.,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugyowx_NAocImVH1Nql4AaABAg.A6lWEgHRAhsA6mjOBsvasS,,Blame Those Network Engineers responsible for communication of operation of Petron Refinery plant in Limay. This plant is operated by San Miguel Corporation.,3,Ugyowx_NAocImVH1Nql4AaABAg,youtube,blame network engineer responsible communication operation petron refinery plant limay. plant operate san miguel corporation.,3
271,owner ng compay?,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugyowx_NAocImVH1Nql4AaABAg.A6lWEgHRAhsA6s6t2bB-KN,,owner ng compay?,0,Ugyowx_NAocImVH1Nql4AaABAg,youtube,owner ng compay?,0
272,dahil sa mga iilang tao na greedy ang daming nawalan ng kabuhayan 😭😭😭,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw0DxCSQDHvQJJagDt4AaABAg,2024-08-05 17:35:47+00:00,dahil sa mga iilang tao na greedy ang daming nawalan ng kabuhayan 😭😭😭,33,,youtube,dahil sa mga iilang tao na greedy ang dam nawalan ng kabuhayan 😭😭😭,0
273,😢,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugw0DxCSQDHvQJJagDt4AaABAg.A6lVf_AEdK9A70MRCQWu_u,,😢,0,Ugw0DxCSQDHvQJJagDt4AaABAg,youtube,😢,0
274,Kapabayaan na naman.<br>Alam na na may bagyo pinilit  padin lumaot tapos  yung iba  inistuck  lang  sa barko  then lumubog. Wala padin wala padin natuto,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg,2024-08-05 17:15:31+00:00,"Kapabayaan na naman.
Alam na na may bagyo pinilit  padin lumaot tapos  yung iba  inistuck  lang  sa barko  then lumubog. Wala padin wala padin natuto",66,,youtube,kapabayaan na naman. alam na na may bagyo pinilit padin lumaot tapos yung iba inistuck lang sa barko lumubog. wala padin wala padin natuto,1
275,Ingat po kayo diyan...,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg.A6lTM52_b0nA6mANWHxMUW,,Ingat po kayo diyan...,2,Ugx6y3J4aWtDwsVBenJ4AaABAg,youtube,ingat po kayo diyan...,2
276,😮😮😮,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg.A6lTM52_b0nA6mITgfllxy,,😮😮😮,2,Ugx6y3J4aWtDwsVBenJ4AaABAg,youtube,😮😮😮,0
277,Sana sinagip mo.ikaw naman ang magaling e😂,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg.A6lTM52_b0nA6o189mbHjN,,Sana sinagip mo.ikaw naman ang magaling e😂,2,Ugx6y3J4aWtDwsVBenJ4AaABAg,youtube,sana sinagip mo.ikaw naman ang magaling e😂,3
278,Hindi mo alam ang pinagsasabi mo,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg.A6lTM52_b0nA6qKJ9O4kWt,,Hindi mo alam ang pinagsasabi mo,0,Ugx6y3J4aWtDwsVBenJ4AaABAg,youtube,hindi mo alam ang pinagsasabi mo,3
279,"sana imbestigahan yan bk pakana lang yan at sinadya , para sa ibang hidden agenda",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg.A6lTM52_b0nA6rOGQdsN6t,,"sana imbestigahan yan bk pakana lang yan at sinadya , para sa ibang hidden agenda",0,Ugx6y3J4aWtDwsVBenJ4AaABAg,youtube,"sana imbestigahan yan bk pakana lang yan sinadya , para sa ibang hide agenda",0
280,O edi ikaw tumustos ng pang araw araw na gastos nung sinabi mong pinilit pumalaot,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=Ugx6y3J4aWtDwsVBenJ4AaABAg.A6lTM52_b0nA6shkshuxWv,,O edi ikaw tumustos ng pang araw araw na gastos nung sinabi mong pinilit pumalaot,0,Ugx6y3J4aWtDwsVBenJ4AaABAg,youtube,edi ikaw tumustos ng pang araw araw na gastos nung sinabi mong pinilit pumalaot,4
281,"bakit ung mga bahay sobrang lapit sa dagat? delikado talaga pag may bagyo nakakatakot, kawawa naman mga mangingisda.😢",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgweJfmNtRkNg7X7IaJ4AaABAg,2024-08-05 17:13:48+00:00,"bakit ung mga bahay sobrang lapit sa dagat? delikado talaga pag may bagyo nakakatakot, kawawa naman mga mangingisda.😢",8,,youtube,"bakit ung mga bahay sobrang lapit sa dagat? delikado talaga pag may bagyo nakakatakot, kawawa naman mga mangingisda.😢",0
282,sismio naman dysn myo gamitin ang pera para sa kanila,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgweJfmNtRkNg7X7IaJ4AaABAg.A6lT9_vC7wCA6oAvY02b-O,,sismio naman dysn myo gamitin ang pera para sa kanila,0,UgweJfmNtRkNg7X7IaJ4AaABAg,youtube,sismio naman dysn myo gamitin ang pera para sa kanila,4
283,"Hindi nila kayang bumili ng lupa para patayuan ng bahay..ang pangingisda lng ang pnagkikitaan minsan my huli minsan wala,kapag my bagyo hindi nman makalaot..kaya nandyan cla dhil malapit lng sa pinaghahanapbuhayan nila.",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgweJfmNtRkNg7X7IaJ4AaABAg.A6lT9_vC7wCA6pqSGbg-Hl,,"Hindi nila kayang bumili ng lupa para patayuan ng bahay..ang pangingisda lng ang pnagkikitaan minsan my huli minsan wala,kapag my bagyo hindi nman makalaot..kaya nandyan cla dhil malapit lng sa pinaghahanapbuhayan nila.",0,UgweJfmNtRkNg7X7IaJ4AaABAg,youtube,"hindi nila kayang bumili ng lupa para patayuan ng bahay..ang pangingisda lng ang pnagkikitaan minsan huli minsan wala,kapag bagyo hindi nman makalaot..kaya nandyan cla dhil malapit lng sa pinaghahanapbuhayan nila.",0
284,"parang may duda aq jn ,",https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwybgNMtGD45Qmd6BF4AaABAg,2024-08-05 16:07:17+00:00,"parang may duda aq jn ,",3,,youtube,"parang may duda aq jn ,",1
285,sinadya?,https://www.youtube.com/watch?v=1iU7y20ZxyE&lc=UgwybgNMtGD45Qmd6BF4AaABAg.A6lLYJ_GO78A6ltjhP3eRJ,,sinadya?,1,UgwybgNMtGD45Qmd6BF4AaABAg,youtube,sinadya?,1
0,sabotage,https://www.youtube.com/watch?v=etVZ1VMn71Y&lc=UgxNsQuh7fIhX5zwU4l4AaABAg,2024-08-25 04:35:09+00:00,sabotage,0,,youtube,sabotage,1
1,Ako na nandito dahil sa assignments sa environmental science : 😃,https://www.youtube.com/watch?v=etVZ1VMn71Y&lc=UgxFRgdf_fzIkOEcylF4AaABAg,2024-08-12 09:33:38+00:00,Ako na nandito dahil sa assignments sa environmental science : 😃,0,,youtube,ako na nandito dahil sa assignment sa environmental science : 😃,1
2,"May ginawa bang aksyon ang mga company na may pakana ng oil spill? Yan ang hirap sa pilipinas, ang hindi may kasalanan ang kumikilos para linisin yang mga langis sa dagat. Apektado ang mga mangingisda pero mukhang walang binigay ang mga kompanya sa pagkakamali nila. Accountability ang kailangan singilin ang mga mayayamang kumpanya sa perwisyong dulot nila",https://www.youtube.com/watch?v=etVZ1VMn71Y&lc=Ugzz2yg3M0Dn09O7UPZ4AaABAg,2024-08-10 14:44:55+00:00,"May ginawa bang aksyon ang mga company na may pakana ng oil spill? Yan ang hirap sa pilipinas, ang hindi may kasalanan ang kumikilos para linisin yang mga langis sa dagat. Apektado ang mga mangingisda pero mukhang walang binigay ang mga kompanya sa pagkakamali nila. Accountability ang kailangan singilin ang mga mayayamang kumpanya sa perwisyong dulot nila",1,,youtube,"may ginawa bang aksyon ang mga company na may pakana ng oil spill? yan ang hirap sa pilipinas, ang hindi may kasalanan ang kumikilos para linisin yang mga langis sa dagat. apektado ang mga mangingisda pero mukhang walang binigay ang mga kompanya sa pagkakamali nila. accountability ang kailangan singilin ang mga mayayamang kumpanya sa perwisyong dulot nila",0
3,The owner of the Terranova&#39;s cargo is San Miguel Shipping and Lighterage Corporation subsidiary SL Harbor Bulk Terminal Corporation.,https://www.youtube.com/watch?v=etVZ1VMn71Y&lc=UgwjIDQ1ITrzQ-ukcLd4AaABAg,2024-08-10 04:51:40+00:00,The owner of the Terranova's cargo is San Miguel Shipping and Lighterage Corporation subsidiary SL Harbor Bulk Terminal Corporation.,2,,youtube,owner terranova's cargo san miguel ship lighterage corporation subsidiary sl harbor bulk terminal corporation.,3
4,Gulatin mo yung mga coast guard mag byahe ka ng walang pa clearance HAHAHA,https://www.youtube.com/watch?v=etVZ1VMn71Y&lc=Ugx9mITQ2bzWmiDWKLl4AaABAg,2024-08-08 13:30:52+00:00,Gulatin mo yung mga coast guard mag byahe ka ng walang pa clearance HAHAHA,0,,youtube,gulatin mo yung mga coast guard mag byahe ka ng walang pa clearance hahaha,3
5,"Dapat kasi mag pasok sa pilipinas ang mga double-hulled na oil tanker at hindi sana pasukin ang mga single-hulled na oil tanker at para hindi maulit ang ganitong oil spills.<br><br>Considered ang MT Solar 1, MT Princess Empress, MT Terra Nova at MTKR Jason Bradley ay mga single-hulled na oil tankers.",https://www.youtube.com/watch?v=etVZ1VMn71Y&lc=Ugx1ScSstJaCUQFgIhl4AaABAg,2024-08-08 12:56:11+00:00,"Dapat kasi mag pasok sa pilipinas ang mga double-hulled na oil tanker at hindi sana pasukin ang mga single-hulled na oil tanker at para hindi maulit ang ganitong oil spills.

Considered ang MT Solar 1, MT Princess Empress, MT Terra Nova at MTKR Jason Bradley ay mga single-hulled na oil tankers.",2,,youtube,"dapat kasi mag pasok sa pilipinas ang mga double-hulled na oil tanker hindi sana pasukin ang mga single-hulled na oil tanker para hindi maulit ang ganitong oil spills. consider ang mt solar 1, mt princess empress, mt terra nova mtkr jason bradley ay mga single-hulled na oil tankers.",3
